route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/6__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/136__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/8__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/138__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/10__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/140__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/12__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/142__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/14__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/144__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/16__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/146__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/18__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/148__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/20__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/150__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/22__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/152__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/24__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/154__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/26__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/156__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/28__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/259__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/30__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/158__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/32__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/160__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/34__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL WEEKEND 16
TEAL WEEKEND,T2SA,[@12.0.44194660@][1250946648828]/162__T2SA,EAST - ORCHARD DOWNS,0,T2SA,12E TEAL WEEKEND 13
TEAL EVENING,T2SA,[@7.0.41903462@][4][1246486667687]/16__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL EVENING 12
TEAL EVENING,T2SA,[@7.0.41903462@][3][1246486625812]/1__T2SA,EAST - ORCHARD DOWNS,0,T2SA,TEAL EVENING 13
TEAL EVENING,T2SA,[@7.0.41903462@][4][1246486667687]/18__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL EVENING 12
TEAL EVENING,T2SA,[@7.0.41903462@][3][1246486625812]/3__T2SA,EAST - ORCHARD DOWNS,0,T2SA,TEAL EVENING 13
TEAL EVENING,T2SA,[@7.0.41903462@][4][1246486667687]/20__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL EVENING 12
TEAL EVENING,T2SA,[@7.0.41903462@][3][1246486625812]/5__T2SA,EAST - ORCHARD DOWNS,0,T2SA,TEAL EVENING 13
TEAL EVENING,T2SA,[@7.0.41903462@][4][1246486667687]/22__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL EVENING 12
TEAL EVENING,T2SA,[@7.0.41903462@][3][1246486625812]/7__T2SA,EAST - ORCHARD DOWNS,0,T2SA,TEAL EVENING 13
TEAL EVENING,T2SA,[@7.0.41903462@][4][1246486667687]/24__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL EVENING 12
TEAL EVENING,T2SA,[@7.0.41903462@][3][1246486625812]/9__T2SA,EAST - ORCHARD DOWNS,0,T2SA,TEAL EVENING 13
TEAL EVENING,T2SA,[@7.0.41903462@][4][1246486667687]/26__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL EVENING 12
TEAL EVENING,T2SA,[@7.0.41903462@][3][1246486625812]/11__T2SA,EAST - ORCHARD DOWNS,0,T2SA,TEAL EVENING 13
TEAL EVENING,T2SA,[@7.0.41903462@][4][1246486667687]/28__T2SA,WEST - ILLINOIS TERMINAL,1,T2SA,TEAL EVENING 12
TEAL EVENING,T2SA,[@7.0.41903462@][3][1246486625812]/13__T2SA,EAST - ORCHARD DOWNS,0,T2SA,TEAL EVENING 13
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1309549294530]/1__LMASU,A - WINDSOR & DUNCAN,0,LMASU,[@14.0.57586460@]37
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/50__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/51__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/52__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/53__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/54__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/55__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/56__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/57__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/58__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144916375]/59__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144958204]/60__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144958204]/61__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144958204]/62__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144958204]/63__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144958204]/64__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144958204]/65__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
LIME WEEKEND,LMASU,[@14.0.57586460@][10][1305144958204]/66__LMASU,A - WINDSOR & DUNCAN,0,LMASU,L151
NAVY,W1 MF,[@14.0.56289748@][3][1305661581787]/0__W1_MF,EAST - CAMPUS,0,W1 MF,NAVY 1
RED,R2MF,[@14.0.56288404@][2][1305666605761]/1__R2MF,U - LINCOLN SQUARE,1,R2MF,[@14.0.56288404@]32
RED,R2MF,[@14.0.56288404@][2][1302786666892]/0__R2MF,U - LINCOLN SQUARE,1,R2MF,[@14.0.56288404@]14
RED,R2MF,[@14.0.56288404@][1][1302720010696]/0__R2MF,C - MARKET PLACE,0,R2MF,RED 1
RED,R2MF,[@14.0.56288404@][41][1316446361177]/2__R2MF,C - ASHLAND PARK - APOLLO,0,R2MF,[@14.0.56288404@]40
RED,R2MF,[@14.0.56288404@][2][1303306853233]/3__R2MF,U - LINCOLN SQUARE,1,R2MF,RED 17
RED,R2MF,[@14.0.56288404@][1][1302720507982]/1__R2MF,C - MARKET PLACE,0,R2MF,RED 1
RED,R2MF,[@14.0.56288404@][2][1302789028390]/5__R2MF,U - LINCOLN SQUARE,1,R2MF,RED 6
RED,R2MF,[@14.0.56288404@][1][1302720941921]/5__R2MF,C - MARKET PLACE,0,R2MF,RED 1
RED,R2MF,[@14.0.56288404@][2][1302789028390]/9__R2MF,U - LINCOLN SQUARE,1,R2MF,RED 6
RED,R2MF,[@14.0.56288404@][1][1302720941921]/9__R2MF,C - MARKET PLACE,0,R2MF,RED 1
RED,R2MF,[@14.0.56288404@][2][1302789028390]/13__R2MF,U - LINCOLN SQUARE,1,R2MF,RED 6
RED,R2MF,[@14.0.56288404@][1][1302721117462]/13__R2MF,C - MARKET PLACE,0,R2MF,RED 1
RED,R2MF,[@14.0.56288404@][41][1316448410567]/2__R2MF,C - MARKET PLACE - APOLLO,0,R2MF,[@14.0.56288404@]30
RED,R2MF,[@14.0.56288404@][2][1303318289597]/11__R2MF,U - LINCOLN SQUARE,1,R2MF,RED 9
RED,R2MF,[@14.0.56288404@][1][1302710871468]/7__R2MF,C - MARKET PLACE,0,R2MF,RED 2
RED,R2MF,[@14.0.56288404@][41][1316448216255]/0__R2MF,C - MARKET PLACE - APOLLO,0,R2MF,[@14.0.56288404@]30
RED,R2MF,[@14.0.56288404@][2][1303312863399]/7__R2MF,U - LINCOLN & NEVADA,1,R2MF,[@14.0.56288404@]45
YELLOW WEEKEND,Y2SU,[@15.0.63192124@][2][1342213336493]/4__Y2SU,SOUTH - SAVOY,1,Y2SU,[@14.0.57766396@]Y2SUNPO
YELLOW WEEKEND,Y2SU,[@15.0.63192124@][2][1338469499052]/47__Y2SU,SOUTH - SAVOY,1,Y2SU,[@14.0.57766396@]100SPLAZA->
YELLOW WEEKEND,Y2SU,[@15.0.63192124@][1][1338414307881]/21__Y2SU,NORTH - MEIJER,0,Y2SU,[@14.0.57766396@]100N
YELLOW WEEKEND,Y2SU,[@15.0.63192124@][2][1338469327799]/32__Y2SU,SOUTH - SAVOY,1,Y2SU,[@14.0.57766396@]100S
YELLOW WEEKEND,Y2SU,[@15.0.63192124@][1][1338414307975]/26__Y2SU,NORTH - MEIJER,0,Y2SU,[@14.0.57766396@]100N
YELLOW WEEKEND,Y2SU,[@15.0.63192124@][2][1338469327892]/37__Y2SU,SOUTH - SAVOY,1,Y2SU,[@14.0.57766396@]100S
YELLOW WEEKEND,Y2SU,[@15.0.63192124@][1][1338414308069]/31__Y2SU,NORTH - MEIJER,0,Y2SU,[@14.0.57766396@]100N
YELLOW WEEKEND,Y2SU,[@15.0.63192124@][2][1338469327986]/42__Y2SU,SOUTH - SAVOY,1,Y2SU,[@14.0.57766396@]100S
YELLOW WEEKEND,Y2SU,[@15.0.63192124@][1][1341324122173]/0__Y2SU,NORTH - MEIJER,0,Y2SU,[@14.0.57766396@]100N->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334072140757]/43__L1SA,NORTH - WALMART,0,L1SA,L1SATPO
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334072213399]/45__L1SA,NORTH - WALMART,0,L1SA,30NCMBLQ->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334071648685]/21__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071343101]/1__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072041692]/23__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071343101]/3__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072041692]/25__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071343101]/5__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072041692]/27__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071381711]/7__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072065990]/29__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071381711]/9__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072065990]/31__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071381711]/11__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072065990]/33__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071381711]/13__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072086256]/35__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071381711]/15__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072086256]/37__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071396320]/16__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072086256]/39__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071396320]/18__L1SA,NORTH - WALMART,0,L1SA,30NIT->BB
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072086256]/41__L1SA,SOUTH - ILLINOIS TERMINAL,1,L1SA,30SBB->IT
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][1][1334071445040]/20__L1SA,NORTH - DOBBINS DOWNS,0,L1SA,30NIT->CMBLQN
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/262__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 45
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/35__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,12W TEAL WEEKEND 12
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/164__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/37__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/166__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/39__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/168__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/41__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/170__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/43__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/172__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/45__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/174__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/47__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/176__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/49__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/178__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/51__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/180__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/53__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/182__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/55__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/260__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/57__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/185__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/59__T2SU,WEST - ILLINOIS TERMINAL,1,T2SU,TEAL WEEKEND 16
TEAL WEEKEND,T2SU,[@12.0.44194660@][1250946648828]/186__T2SU,EAST - ORCHARD DOWNS,0,T2SU,12E TEAL WEEKEND 13
GREY,BA3-3 SCH WED,[@7.0.39633765@][4][1235597168343]/0__BA3-3_SCH_WED,WEST - BRADLEY & ROMINE,1,BA3-3 SCH WED,7W UHS 216
GREY,BA3-3 SCH WED,[@36.0.28513000@][4][1175171169707]/11__BA3-3_SCH_WED,WEST - BRADLEY & ROMINE,1,BA3-3 SCH WED,GREY 1415
LAVENDER,BA3-3 SCH WED,[@7.0.41202050@][1][1256670688406]/0__BA3-3_SCH_WED,NORTH - DOBBINS DOWNS,0,BA3-3 SCH WED,LAVENDER 1440
BROWN ALT PM,BA3-3 SCH WED,[@15.0.61734120@][10][1328801977827]/2__BA3-3_SCH_WED,DEVONSHIRE EXPRESS,0,BA3-3 SCH WED,[@15.0.61734120@]316
GREY WEEKEND,GN3SU,GN2SUNPO__GN3SU,WEST - COUNTRY FAIR,1,GN3SU,GN2SUNPO
GREY WEEKEND,GN3SU,GN2SUN01__GN3SU,WEST - COUNTRY FAIR,1,GN3SU,70WIT->CF
GREEN WEEKEND,GN3SU,[@7.0.41202550@][3][1248366605875]/19__GN3SU,EAST - ORCHARD DOWNS,0,GN3SU,50E->PC
GREEN WEEKEND,GN3SU,[@7.0.41202550@][4][1248365375156]/2__GN3SU,WEST - COUNTRY FAIR ,1,GN3SU,GREEN WEEKEND 217
GREY WEEKEND,GN3SU,GN3SUN04__GN3SU,EAST - LINCOLN SQUARE,0,GN3SU,70E-WKND
GREY WEEKEND,GN3SU,GN3SUN05__GN3SU,WEST - COUNTRY FAIR,1,GN3SU,70W-WKND
GREEN WEEKEND,GN3SU,[@7.0.41202550@][3][1248366605875]/25__GN3SU,EAST - ORCHARD DOWNS,0,GN3SU,50E->PC
GREEN WEEKEND,GN3SU,[@7.0.41202550@][4][1248365375156]/8__GN3SU,WEST - COUNTRY FAIR ,1,GN3SU,GREEN WEEKEND 217
GREY WEEKEND,GN3SU,GN4SUN09__GN3SU,EAST - LINCOLN SQUARE,0,GN3SU,70E-WKND
GREY WEEKEND,GN3SU,GN4SUN10__GN3SU,WEST - COUNTRY FAIR,1,GN3SU,70W-WKND
GREEN WEEKEND,GN3SU,[@7.0.41202550@][3][1248366605875]/31__GN3SU,EAST - ORCHARD DOWNS,0,GN3SU,50E->PC
GREEN WEEKEND,GN3SU,[@7.0.41202550@][4][1248365505031]/16__GN3SU,WEST - ILLINOIS TERMINAL,1,GN3SU,50W-WKND->IT
GREY,BA3SCH,BA3PO__BA3SCH,EAST - EDGEWOOD,0,BA3SCH,BA3PO
GREY,BA3SCH,9BA302__BA3SCH,EAST - EDGEWOOD,0,BA3SCH,7EBTSLRMN->
GREY,BA3SCH,9BA303__BA3SCH,WEST - PARKLAND COLLEGE,1,BA3SCH,7W
BROWN,BA3SCH,[@15.0.61662606@][10][1329152090685]/32__BA3SCH,SAWGRASS - PARKLAND,0,BA3SCH,[@15.0.61662606@]901
BROWN,BA3SCH,[@15.0.61662606@][10][1329152209562]/36__BA3SCH,SOUTHWOOD / COUNTRY FAIR / PARKLAND,0,BA3SCH,[@15.0.61662606@]137
BROWN,BA3SCH,[@15.0.61662606@][10][1329152229172]/37__BA3SCH,SOUTHWOOD / COUNTRY FAIR / PARKLAND,0,BA3SCH,[@15.0.61662606@]611
BROWN,BA3SCH,[@15.0.61662606@][10][1329151655692]/6__BA3SCH,SOUTHWOOD / COUNTRY FAIR / PARKLAND,0,BA3SCH,[@15.0.61662606@]133
BROWN,BA3SCH,[@15.0.61662606@][20][1329164163921]/7__BA3SCH,PARKLAND COLLEGE,1,BA3SCH,[@15.0.61662606@]366
BROWN,BA3SCH,[@15.0.61662606@][10][1329151705537]/10__BA3SCH,SOUTHWOOD / COUNTRY FAIR / PARKLAND,0,BA3SCH,[@15.0.61662606@]364
GREY,BA3SCH,3GR759__BA3SCH,EAST - GUARDIAN WEST,0,BA3SCH,7E NO EDGE
GREY,BA3SCH,3GR760__BA3SCH,WEST - PARKLAND COLLEGE,1,BA3SCH,7W NO EDGE
BROWN,BA3SCH,[@15.0.61662606@][20][1329164205016]/14__BA3SCH,PARKLAND COLLEGE,1,BA3SCH,[@15.0.61662606@]366
BROWN,BA3SCH,[@15.0.61662606@][10][1329152012496]/29__BA3SCH,SOUTHWOOD / COUNTRY FAIR,0,BA3SCH,[@15.0.61662606@]622
BRONZE,BA3SCH,[@14.0.53785089@][3][1295886224610]/0__BA3SCH,EAST - LINCOLN SQUARE,0,BA3SCH,BRONZE 361
GREY,BA3SCH,[@14.0.53784920@][4][1295886495598]/0__BA3SCH,WEST - BRADLEY & ROMINE,1,BA3SCH,GREY 584
BRONZE,BA3SCH,[@15.0.63192037@][3][1337952572408]/6__BA3SCH,EAST - YANKEE RIDGE,0,BA3SCH,[@15.0.63192037@]3
BRONZE,BA3SCH,[@14.0.51709163@][4][1277738462062]/2__BA3SCH,WEST - CAMPUS,1,BA3SCH,8W
BRONZE,BA3SCH,[@15.0.63192037@][3][1337951976131]/2__BA3SCH,EAST - YANKEE RIDGE,0,BA3SCH,[@15.0.63192037@]1
BRONZE,BA3SCH,[@14.0.51709163@][4][1277737126250]/0__BA3SCH,WEST - CAMPUS,1,BA3SCH,8W
BRONZE,BA3SCH,[@14.0.51709163@][3][1277738203343]/0__BA3SCH,EAST - LINCOLN SQUARE,0,BA3SCH,8E
LAVENDER,B3SCH,[@36.0.28511750@][1][1175200064876]/2__B3SCH,NORTH - DOBBINS DOWNS,0,B3SCH,LAVENDER 1425
GREY,B3SCH,[@14.0.56289372@][3][1315344094395]/0__B3SCH,EAST - BRADLEY & 5TH,0,B3SCH,[@14.0.56289372@]331
BLUE,B3SCH,[@14.0.56288268@][4][1302636703862]/14__B3SCH,WEST - COUNTRY FAIR,1,B3SCH,4W
BLUE,B3SCH,[@14.0.56288268@][3][1302635354802]/19__B3SCH,EAST - ILLINOIS TERMINAL,0,B3SCH,BLUE 51
BLUE,B3SCH,[@14.0.56288268@][4][1302636749043]/15__B3SCH,WEST - COUNTRY FAIR,1,B3SCH,4W
YELLOW,Y2MF,[@14.0.56288722@][1][1305735662681]/1__Y2MF,NORTH - MEIJER,0,Y2MF,YELLOW 50
YELLOW,Y2MF,[@14.0.56288722@][1][1303749026218]/0__Y2MF,NORTH - MEIJER,0,Y2MF,YELLOW 7
YELLOW,Y2MF,[@14.0.56288722@][2][1303762631710]/2__Y2MF,SOUTH - SAVOY,1,Y2MF,YELLOW 29
YELLOW,Y2MF,[@14.0.56288722@][2][1303762872735]/3__Y2MF,SOUTH - SAVOY,1,Y2MF,YELLOW 4
YELLOW,Y2MF,[@14.0.56288722@][1][1303750444036]/7__Y2MF,NORTH - ILLINOIS TERMINAL,0,Y2MF,YELLOW 6
YELLOWHOPPER,Y2MF,[@15.0.63189099@][1][1340890092794]/1__Y2MF,NORTH - ILLINOIS TERMINAL,0,Y2MF,YELLOWHOPPER 23
